"Property Name",,"es","Node Path","Description"
"ConfirmationMessage","You are about to terminate the selected item(s). Do you want to proceed?","You are about to terminate the selected item(s). Do you want to proceed?","ActionDesign\Actions\TerminateWorkflowInstance",
"Caption","Suspend","Suspend","ActionDesign\Actions\SuspendWorkflowInstance",
"ConfirmationMessage","You are about to suspend the selected item(s). Do you want to proceed?","You are about to suspend the selected item(s). Do you want to proceed?","ActionDesign\Actions\SuspendWorkflowInstance",
"Caption","Resume","Resume","ActionDesign\Actions\ResumeWorkflowInstance",
"ConfirmationMessage","You are about to resume the selected item(s). Do you want to proceed?","You are about to resume the selected item(s). Do you want to proceed?","ActionDesign\Actions\ResumeWorkflowInstance",
"Caption","IUser Activity Version","IUser Activity Version","BOModel\DevExpress.ExpressApp.Workflow.Versioning.IUserActivityVersion",
"Caption","Workflow Unique Id","Workflow Unique Id","BOModel\DevExpress.ExpressApp.Workflow.Versioning.IUserActivityVersion\OwnMembers\WorkflowUniqueId",
"Caption","Version","Version","BOModel\DevExpress.ExpressApp.Workflow.Versioning.IUserActivityVersion\OwnMembers\Version",
"Caption","Xpo User Activity Version","Xpo User Activity Version","BOModel\DevExpress.ExpressApp.Workflow.Versioning.XpoUserActivityVersion",
"Caption","Workflow Unique Id","Workflow Unique Id","BOModel\DevExpress.ExpressApp.Workflow.Versioning.XpoUserActivityVersion\OwnMembers\WorkflowUniqueId",
"Caption","Version","Version","BOModel\DevExpress.ExpressApp.Workflow.Versioning.XpoUserActivityVersion\OwnMembers\Version",
"Caption","WFBase Object","WFBase Object","BOModel\DevExpress.ExpressApp.Workflow.Xpo.WFBaseObject",
"Caption","Running Workflow Instance Info","Running Workflow Instance Info","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoRunningWorkflowInstanceInfo",
"Caption","Workflow Name","Workflow Name","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoRunningWorkflowInstanceInfo\OwnMembers\WorkflowName",
"Caption","Workflow Unique Id","Workflow Unique Id","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoRunningWorkflowInstanceInfo\OwnMembers\WorkflowUniqueId",
"Caption","Target Object Handle","Target Object Handle","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoRunningWorkflowInstanceInfo\OwnMembers\TargetObjectHandle",
"Caption","Activity Instance Id","Activity Instance Id","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoRunningWorkflowInstanceInfo\OwnMembers\ActivityInstanceId",
"Caption","State","State","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoRunningWorkflowInstanceInfo\OwnMembers\State",
"Caption","Tracking Records","Tracking Records","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoRunningWorkflowInstanceInfo\OwnMembers\TrackingRecords",
"Caption","Tracking Record Visualization Info","Tracking Record Visualization Info","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoRunningWorkflowInstanceInfo\OwnMembers\TrackingRecordVisualizationInfo",
"Caption","Xpo Start Workflow Request","Xpo Start Workflow Request","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoStartWorkflowRequest",
"Caption","Target Workflow Unique Id","Target Workflow Unique Id","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoStartWorkflowRequest\OwnMembers\TargetWorkflowUniqueId",
"Caption","Target Object Key","Target Object Key","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoStartWorkflowRequest\OwnMembers\TargetObjectKey",
"Caption","Workflow Definition","Workflow Definition","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoWorkflowDefinition",
"Caption","Name","Name","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoWorkflowDefinition\OwnMembers\Name",
"Caption","Target Object Type","Target Object Type","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoWorkflowDefinition\OwnMembers\TargetObjectType",
"Caption","Criteria","Criteria","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoWorkflowDefinition\OwnMembers\Criteria",
"Caption","Is Active","Is Active","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoWorkflowDefinition\OwnMembers\IsActive",
"Caption","Auto Start When Object Is Created","Auto Start When Object Is Created","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoWorkflowDefinition\OwnMembers\AutoStartWhenObjectIsCreated",
"Caption","Auto Start When Object Fits Criteria","Auto Start When Object Fits Criteria","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoWorkflowDefinition\OwnMembers\AutoStartWhenObjectFitsCriteria",
"Caption","Xpo Workflow Instance Control Command Request","Xpo Workflow Instance Control Command Request","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoWorkflowInstanceControlCommandRequest",
"Caption","Target Workflow Unique Id","Target Workflow Unique Id","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoWorkflowInstanceControlCommandRequest\OwnMembers\TargetWorkflowUniqueId",
"Caption","Target Activity Instance Id","Target Activity Instance Id","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoWorkflowInstanceControlCommandRequest\OwnMembers\TargetActivityInstanceId",
"Caption","Command","Command","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoWorkflowInstanceControlCommandRequest\OwnMembers\Command",
"Caption","Created On","Created On","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoWorkflowInstanceControlCommandRequest\OwnMembers\CreatedOn",
"Caption","Result","Result","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoWorkflowInstanceControlCommandRequest\OwnMembers\Result",
"Caption","Xpo Instance Key","Xpo Instance Key","BOModel\DevExpress.Workflow.Xpo.XpoInstanceKey",
"Caption","Key Id","Key Id","BOModel\DevExpress.Workflow.Xpo.XpoInstanceKey\OwnMembers\KeyId",
"Caption","Instance Id","Instance Id","BOModel\DevExpress.Workflow.Xpo.XpoInstanceKey\OwnMembers\InstanceId",
"Caption","Xpo Tracking Record","Xpo Tracking Record","BOModel\DevExpress.Workflow.Xpo.XpoTrackingRecord",
"Caption","Instance Id","Instance Id","BOModel\DevExpress.Workflow.Xpo.XpoTrackingRecord\OwnMembers\InstanceId",
"Caption","Date Time","Date Time","BOModel\DevExpress.Workflow.Xpo.XpoTrackingRecord\OwnMembers\DateTime",
"Caption","Data","Data","BOModel\DevExpress.Workflow.Xpo.XpoTrackingRecord\OwnMembers\Data",
"Caption","Activity Id","Activity Id","BOModel\DevExpress.Workflow.Xpo.XpoTrackingRecord\OwnMembers\ActivityId",
"Caption","Xpo Workflow Instance","Xpo Workflow Instance","BOModel\DevExpress.Workflow.Xpo.XpoWorkflowInstance",
"Caption","Owner","Owner","BOModel\DevExpress.Workflow.Xpo.XpoWorkflowInstance\OwnMembers\Owner",
"Caption","Instance Id","Instance Id","BOModel\DevExpress.Workflow.Xpo.XpoWorkflowInstance\OwnMembers\InstanceId",
"Caption","Status","Status","BOModel\DevExpress.Workflow.Xpo.XpoWorkflowInstance\OwnMembers\Status",
"Caption","Expiration Date Time","Expiration Date Time","BOModel\DevExpress.Workflow.Xpo.XpoWorkflowInstance\OwnMembers\ExpirationDateTime",
"Value","Workflow Control Command","Workflow Control Command","Localization\Enums\DevExpress.ExpressApp.Workflow.WorkflowControlCommand",
"Value","Cancel","Cancel","Localization\Enums\DevExpress.ExpressApp.Workflow.WorkflowControlCommand\Cancel",
"Value","Resume","Resume","Localization\Enums\DevExpress.ExpressApp.Workflow.WorkflowControlCommand\Resume",
"Value","Suspend","Suspend","Localization\Enums\DevExpress.ExpressApp.Workflow.WorkflowControlCommand\Suspend",
"Value","Terminate","Terminate","Localization\Enums\DevExpress.ExpressApp.Workflow.WorkflowControlCommand\Terminate",
"Value","Activity Instance State","Activity Instance State","Localization\Enums\System.Activities.ActivityInstanceState",
"Value","Canceled","Canceled","Localization\Enums\System.Activities.ActivityInstanceState\Canceled",
"Value","Closed","Closed","Localization\Enums\System.Activities.ActivityInstanceState\Closed",
"Value","Executing","Executing","Localization\Enums\System.Activities.ActivityInstanceState\Executing",
"Value","Faulted","Faulted","Localization\Enums\System.Activities.ActivityInstanceState\Faulted",
"Caption","Xpo Instance Key","Xpo Instance Key","Views\XpoInstanceKey_DetailView",
"Caption","Running Workflow Instance Info","Running Workflow Instance Info","Views\XpoRunningWorkflowInstanceInfo_DetailView\Layout\Main\SimpleEditors\XpoRunningWorkflowInstanceInfo",
"Caption","Tracking Records","Tracking Records","Views\XpoRunningWorkflowInstanceInfo_DetailView\Layout\Main\TrackingRecords_Group",
"Caption","Object Fits Criteria","Object Fits Criteria","Views\XpoWorkflowDefinition_DetailView\Items\AutoStartWhenObjectFitsCriteria",
"Caption","Object Is Created","Object Is Created","Views\XpoWorkflowDefinition_DetailView\Items\AutoStartWhenObjectIsCreated",
"Caption","Properties","Properties","Views\XpoWorkflowDefinition_DetailView\Layout\Main_Copy\SizeableEditors\Item1\XpoWorkflowDefinition",
"Caption","Automatically start when:","Automatically start when:","Views\XpoWorkflowDefinition_DetailView\Layout\Main_Copy\SizeableEditors\Item1\XpoWorkflowDefinition\Item2",
"Caption","Designer","Designer","Views\XpoWorkflowDefinition_DetailView\Layout\Main_Copy\SizeableEditors\Item1\Item2",
"Caption","Debug","Debug","ActionDesign\Actions\DebugWorkflow",
"ToolTip","Start/continue debugging of the current workflow.","Start/continue debugging of the current workflow.","ActionDesign\Actions\DebugWorkflow",
"Caption","Toggle Breakpoint","Toggle Breakpoint","ActionDesign\Actions\ToggleBreakpoint",
"ToolTip","Toggle breakpoint at the selected activity.","Toggle breakpoint at the selected activity.","ActionDesign\Actions\ToggleBreakpoint",
"Caption","Stop Debug","Stop Debug","ActionDesign\Actions\StopDebug",
"ToolTip","Stop debugging of the current workflow.","Stop debugging of the current workflow.","ActionDesign\Actions\StopDebug",
"Caption","Workflow","Workflow","NavigationItems\Items\Workflow",
"Caption","Main","Principales","Views\ActionContainerDashboardOrganizationItem_DetailView\Layout\Main",
"Caption","Main","Principales","Views\ActionContainerDescriptor_DetailView\Layout\Main",
"Caption","Main","Principales","Views\CriteriaProvider_DetailView\Layout\Main",
"Caption","Main","Principales","Views\DashboardCreationInfo_DetailView\Layout\Main",
"Caption","Main","Principales","Views\DashboardOrganizationItem_DetailView\Layout\Main",
"Caption","Main","Principales","Views\DashboardOrganizer_DetailView\Layout\Main",
"Caption","Main","Principales","Views\DashboardViewItemDescriptor_DetailView\Layout\Main",
"Caption","Main","Principales","Views\DiagnosticInfoObject_DetailView\Layout\Main",
"Caption","Main","Principales","Views\StaticImageDashboardOrganizationItem_DetailView\Layout\Main",
"Caption","Main","Principales","Views\StaticTextDashboardOrganizationItem_DetailView\Layout\Main",
"Caption","Main","Principales","Views\ViewDashboardOrganizationItem_DetailView\Layout\Main",
"Caption","Main","Principales","Views\ContextValidationResult_DetailView\Layout\Main",
"Caption","Main","Principales","Views\DisplayableValidationResultItem_DetailView\Layout\Main",
"Caption","Main","Principales","Views\IRuleBaseProperties_DetailView\Layout\Main",
"Caption","Main","Principales","Views\IRuleCollectionPropertyProperties_DetailView\Layout\Main",
"Caption","Main","Principales","Views\IRuleCombinationOfPropertiesIsUniqueProperties_DetailView\Layout\Main",
"Caption","Main","Principales","Views\IRuleCriteriaProperties_DetailView\Layout\Main",
"Caption","Main","Principales","Views\IRuleFromBoolPropertyProperties_DetailView\Layout\Main",
"Caption","Main","Principales","Views\IRuleIsReferencedProperties_DetailView\Layout\Main",
"Caption","Main","Principales","Views\IRuleObjectExistsProperties_DetailView\Layout\Main",
"Caption","Main","Principales","Views\IRulePropertyValueProperties_DetailView\Layout\Main",
"Caption","Main","Principales","Views\IRuleRangeProperties_DetailView\Layout\Main",
"Caption","Main","Principales","Views\IRuleRegularExpressionProperties_DetailView\Layout\Main",
"Caption","Main","Principales","Views\IRuleRequiredFieldProperties_DetailView\Layout\Main",
"Caption","Main","Principales","Views\IRuleSearchObjectProperties_DetailView\Layout\Main",
"Caption","Main","Principales","Views\IRuleStringComparisonProperties_DetailView\Layout\Main",
"Caption","Main","Principales","Views\IRuleSupportsCollectionAggregatesProperties_DetailView\Layout\Main",
"Caption","Main","Principales","Views\IRuleUniqueValueProperties_DetailView\Layout\Main",
"Caption","Main","Principales","Views\IRuleValueComparisonProperties_DetailView\Layout\Main",
"Caption","Main","Principales","Views\RuleBaseProperties_DetailView\Layout\Main",
"Caption","Main","Principales","Views\RuleCombinationOfPropertiesIsUniqueProperties_DetailView\Layout\Main",
"Caption","Main","Principales","Views\RuleCriteriaProperties_DetailView\Layout\Main",
"Caption","Main","Principales","Views\RuleFromBoolPropertyProperties_DetailView\Layout\Main",
"Caption","Main","Principales","Views\RuleIsReferencedProperties_DetailView\Layout\Main",
"Caption","Main","Principales","Views\RuleObjectExistsProperties_DetailView\Layout\Main",
"Caption","Main","Principales","Views\RulePropertyValueProperties_DetailView\Layout\Main",
"Caption","Main","Principales","Views\RuleRangeProperties_DetailView\Layout\Main",
"Caption","Main","Principales","Views\RuleRegularExpressionProperties_DetailView\Layout\Main",
"Caption","Main","Principales","Views\RuleRequiredFieldProperties_DetailView\Layout\Main",
"Caption","Main","Principales","Views\RuleSearchObjectProperties_DetailView\Layout\Main",
"Caption","Main","Principales","Views\RuleSetValidationResult_ByTarget_Error_DetailView\Layout\Main",
"Caption","Static","Estática","Views\RuleSetValidationResult_ByTarget_Error_DetailView\Layout\Main\Static",
"Caption","Main","Principales","Views\RuleSetValidationResult_DetailView\Layout\Main",
"Caption","Main","Principales","Views\RuleSetValidationResultItem_DetailView\Layout\Main",
"Caption","Main","Principales","Views\RuleSetValidationResultItemAggregate_DetailView\Layout\Main",
"Caption","Main","Principales","Views\RuleStringComparisonProperties_DetailView\Layout\Main",
"Caption","Main","Principales","Views\RuleUniqueValueProperties_DetailView\Layout\Main",
"Caption","Main","Principales","Views\RuleValueComparisonProperties_DetailView\Layout\Main",
"Caption","Main","Principales","Views\ValidationResults_DetailView\Layout\Main",
"Caption","Main","Principales","Views\ValidationResults_Error_DetailView\Layout\Main",
"Caption","Static","Estática","Views\ValidationResults_Error_DetailView\Layout\Main\Static",
"Caption","Main","Principales","Views\ValidationResults_Passed_DetailView\Layout\Main",
"Caption","Static","Estática","Views\ValidationResults_Passed_DetailView\Layout\Main\Static",
"Caption","Default","Predeterminado","NavigationItems\Items\Default",
"Caption","Main","Principales","Views\Analysis_DetailView\Layout\Main",
"Caption","Analysis","Análisis","Views\Analysis_DetailView\Layout\Main\SimpleEditors\Analysis",
"Caption","Main","Principales","Views\FileAttachmentBase_DetailView\Layout\Main",
"Caption","Main","Principales","Views\FileData_DetailView\Layout\Main",
"Caption","Main","Principales","Views\AuthenticationStandardLogonParameters_DetailView\Layout\Main",
"Caption","Editors","Editores","Views\AuthenticationStandardLogonParameters_DetailView\Layout\Main\RootGroup\EditorsGroup\Editors",
"Caption","Main","Principales","Views\ChangePasswordOnLogonParameters_DetailView\Layout\Main",
"Caption","Static","Estática","Views\ChangePasswordOnLogonParameters_DetailView\Layout\Main\Static",
"Caption","Main","Principales","Views\ChangePasswordParameters_DetailView\Layout\Main",
"Caption","Static","Estática","Views\ChangePasswordParameters_DetailView\Layout\Main\Static",
"Caption","Main","Principales","Views\EditModelPermission_DetailView\Layout\Main",
"Caption","Main","Principales","Views\ObjectAccessPermission_DetailView\Layout\Main",
"Caption","Object Access Permission","Objeto de permiso de acceso","Views\ObjectAccessPermission_DetailView\Layout\Main\SimpleEditors\ObjectAccessPermission",
"Caption","Main","Principales","Views\ResetPasswordParameters_DetailView\Layout\Main",
"Caption","Static","Estática","Views\ResetPasswordParameters_DetailView\Layout\Main\Static",
"Caption","Main","Principales","Views\ReportData_DetailView\Layout\Main",
