"Property Name",,"ja","Node Path","Description"
"Value"," Fore Color","前景色","Localization\Controls\HtmlEditor\ForecolorHint",
"Value","Indent","インデント","Localization\Controls\HtmlEditor\IndentHint",
"Value","Insert Hyperlink","ハイパーリンクを挿入","Localization\Controls\HtmlEditor\InsertHyperlinkHint",
"Value","Insert Image","画像を挿入","Localization\Controls\HtmlEditor\InsertImageHint",
"Value","Insert Ordered List","番号付きリストを挿入","Localization\Controls\HtmlEditor\InsertOrderedListHint",
"Value","Insert Unordered List","記号付きリストを追加","Localization\Controls\HtmlEditor\InsertUnorderedListHint",
"Value","Italic","斜体","Localization\Controls\HtmlEditor\ItalicHint",
"Value","Justify Center","中央揃え","Localization\Controls\HtmlEditor\JustifyCenterHint",
"Value","Justify Full","両端揃え","Localization\Controls\HtmlEditor\JustifyFullHint",
"Value","Justify Left","左端揃え","Localization\Controls\HtmlEditor\JustifyLeftHint",
"Value","Justify Right","右端揃え","Localization\Controls\HtmlEditor\JustifyRightHint",
"Value","Outdent","インデントの削除","Localization\Controls\HtmlEditor\OutdentHint",
"Value","Paste","貼り付け","Localization\Controls\HtmlEditor\PasteHint",
"Value","Redo","やり直し","Localization\Controls\HtmlEditor\RedoHint",
"Value","Remove Formating","書式設定を削除","Localization\Controls\HtmlEditor\RemoveFormatingHint",
"Value","Remove Hyperlink","ハイパーリンクの削除","Localization\Controls\HtmlEditor\RemoveHyperlinkHint",
"Value","Strikeout","取り消し線","Localization\Controls\HtmlEditor\StrikeoutHint",
"Value","Address","住所","Localization\Controls\HtmlEditor\StyleAddressCaption",
"Value","Heading","見出し","Localization\Controls\HtmlEditor\StyleHeadingCaption",
"Value","Normal","標準","Localization\Controls\HtmlEditor\StyleNormalCaption",
"Value","Styles","スタイル","Localization\Controls\HtmlEditor\StylesCaption",
"Value","Styles","スタイル","Localization\Controls\HtmlEditor\StylesHint",
"Value","Subscript","下付き文字","Localization\Controls\HtmlEditor\SubscriptHint",
"Value","Superscript","上付き文字","Localization\Controls\HtmlEditor\SuperscriptHint",
"Value","Design","デザイン","Localization\Controls\HtmlEditor\TabDesignCaption",
"Value","Underline","下線","Localization\Controls\HtmlEditor\UnderlineHint",
"Value","Undo","元に戻す","Localization\Controls\HtmlEditor\UndoHint",
"Value","Object is not valid","オブジェクトは無効です。","Localization\Controls\SchedulerModuleBase\ObjectNotValid",
"Value","Warning","警告","Localization\Controls\SchedulerModuleBase\RecurrenceChangingHeader",
"Value","All the exceptional occurrences of the current recurring event will be lost. Are you sure?","定期的なイベントのすべての発生件数を失います。このまま継続してもよろしですか？","Localization\Controls\SchedulerModuleBase\RecurrenceChangingMessage",
"Caption","Refresh KPI","KPI の更新","ActionDesign\Actions\RefreshKpi",
"Caption","Show Chart","グラフの表示","ActionDesign\Actions\ShowChart",
"Caption","Base Kpi Object","ベース Kpi オブジェクト","BOModel\DevExpress.ExpressApp.Kpi.BaseKpiObject",
"Caption","IDate Range","IDate 範囲","BOModel\DevExpress.ExpressApp.Kpi.IDateRange",
"Caption","Name","名前","BOModel\DevExpress.ExpressApp.Kpi.IDateRange\OwnMembers\Name",
"Caption","Caption","キャプション","BOModel\DevExpress.ExpressApp.Kpi.IDateRange\OwnMembers\Caption",
"Caption","Start Point","開始点","BOModel\DevExpress.ExpressApp.Kpi.IDateRange\OwnMembers\StartPoint",
"Caption","End Point","終了点","BOModel\DevExpress.ExpressApp.Kpi.IDateRange\OwnMembers\EndPoint",
"Caption","Kpi","KPI","BOModel\DevExpress.ExpressApp.Kpi.KpiDashboardOrganizationItem\OwnMembers\Kpi",
"Caption","Actions Toolbar Visibility","操作ツールバーの表示","BOModel\DevExpress.ExpressApp.Kpi.KpiDashboardOrganizationItem\OwnMembers\ActionsToolbarVisibility",
"Caption","Definition","定義","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition",
"Caption","Name","名前","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Name",
"Caption","Active","アクティブ","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Active",
"Caption","Target Object Type","ターゲット オブジェクト タイプ","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\TargetObjectType",
"Caption","Criteria","基準","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Criteria",
"Caption","Expression","式","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Expression",
"Caption","Green Zone","グリーン ゾーン","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\GreenZone",
"Caption","Red Zone","レッド ゾーン","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\RedZone",
"Caption","Range","範囲","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Range",
"Caption","Compare","比較","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Compare",
"Caption","Range To Compare","比較する範囲","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\RangeToCompare",
"Caption","Measurement Frequency","測定頻度","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\MeasurementFrequency",
"Caption","Direction","方向","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Direction",
"Caption","Period","期間","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Period",
"Caption","Current","現在","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Current",
"Caption","Objects","オブジェクト","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Objects",
"Caption","Suppressed Series","抑制済みシリーズ","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\SuppressedSeries",
"Caption","Enable Customize Representation","カスタム表示の有効","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\EnableCustomizeRepresentation",
"Caption","Kpi History Item","KPI 履歴アイテム","BOModel\DevExpress.ExpressApp.Kpi.KpiHistoryItem",
"Caption","Range Start","範囲の開始","BOModel\DevExpress.ExpressApp.Kpi.KpiHistoryItem\OwnMembers\RangeStart",
"Caption","Range End","範囲の終了","BOModel\DevExpress.ExpressApp.Kpi.KpiHistoryItem\OwnMembers\RangeEnd",
"Caption","Value","値","BOModel\DevExpress.ExpressApp.Kpi.KpiHistoryItem\OwnMembers\Value",
"Caption","KPI","KPI インスタンス","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance",
"Caption","History Items","履歴アイテム","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\HistoryItems",
"Caption","Scorecards","スコアカード","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Scorecards",
"Caption","Name","KPI 名","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\KpiName",
"Caption","Period","期間","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Period",
"Caption","Current","現在","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Current",
"Caption","Previous","前回","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Previous",
"Caption","Change","変更","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Change",
"Caption","Trend","傾向","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Trend",
"Caption","Sparkline","スパークライン","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Sparkline",
"Caption","Chart Data Source","グラフ データソース","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\ChartDataSource",
"Caption","Gauge Data Source","ゲージ データソース","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\GaugeDataSource",
"Caption","Scorecard","スコアカード","BOModel\DevExpress.ExpressApp.Kpi.KpiScorecard",
"Caption","Name","名前","BOModel\DevExpress.ExpressApp.Kpi.KpiScorecard\OwnMembers\Name",
"Caption","Indicators","インジケータ","BOModel\DevExpress.ExpressApp.Kpi.KpiScorecard\OwnMembers\Indicators",
"Value","Kpi","KPI","Localization\DashboardOrganizationItems\Kpi",
"Value","Day Month Ago","前月同日","Localization\DateRanges\DayMonthAgo",
"Value","Day Week Ago","前週同日","Localization\DateRanges\DayWeekAgo",
"Value","Day Year Ago","前年同日","Localization\DateRanges\DayYearAgo",
"Value","Last Month To Date","先月累計","Localization\DateRanges\LastMonthToDate",
"Value","Last Ten Days","過去10日間","Localization\DateRanges\LastTenDays",
"Value","Last Thirty Days","過去30日間","Localization\DateRanges\LastThirtyDays",
"Value","Last Three Days","過去3日間","Localization\DateRanges\LastThreeDays",
"Value","Last Week To Date","今週と先週の同日","Localization\DateRanges\LastWeekToDate",
"Value","Last Year To Date","今年と昨年の同日","Localization\DateRanges\LastYearToDate",
"Value","Now","今","Localization\DateRanges\Now",
"Value","This Month To Date","当月累計","Localization\DateRanges\ThisMonthToDate",
"Value","This Week To Date","週間累計","Localization\DateRanges\ThisWeekToDate",
"Value","This Year To Date","年間累計","Localization\DateRanges\ThisYearToDate",
"Value","Today","今日","Localization\DateRanges\Today",
"Value","Yesterday","昨日","Localization\DateRanges\Yesterday",
"Value","Trend","傾向","Localization\Enums\DevExpress.ExpressApp.Editors.Trend",
"Value","Better","向上","Localization\Enums\DevExpress.ExpressApp.Editors.Trend\Better",
"Value","No change","変更なし","Localization\Enums\DevExpress.ExpressApp.Editors.Trend\NoChange",
"Value","Worse","低下","Localization\Enums\DevExpress.ExpressApp.Editors.Trend\Worse",
"Value","Direction","方向","Localization\Enums\DevExpress.ExpressApp.Kpi.Direction",
"Value","High is better","高数値が良い","Localization\Enums\DevExpress.ExpressApp.Kpi.Direction\HighIsBetter",
"Value","Low is better","低数値が良い","Localization\Enums\DevExpress.ExpressApp.Kpi.Direction\LowIsBetter",
"Value","Current","現在","Localization\Enums\DevExpress.ExpressApp.Kpi.MeasurementType\Current",
"Value","Previous","前回","Localization\Enums\DevExpress.ExpressApp.Kpi.MeasurementType\Previous",
"Value","Time Interval Type","時間間隔タイプ","Localization\Enums\DevExpress.ExpressApp.Kpi.TimeIntervalType",
"Value","Day","日","Localization\Enums\DevExpress.ExpressApp.Kpi.TimeIntervalType\Day",
"Value","Hour","時間","Localization\Enums\DevExpress.ExpressApp.Kpi.TimeIntervalType\Hour",
"Value","Month","月","Localization\Enums\DevExpress.ExpressApp.Kpi.TimeIntervalType\Month",
"Value","Week","週","Localization\Enums\DevExpress.ExpressApp.Kpi.TimeIntervalType\Week",
"Value","Year","年","Localization\Enums\DevExpress.ExpressApp.Kpi.TimeIntervalType\Year",
"Value","The '{0}' range is not found.","範囲 '{0}' が見つかりません。","Localization\Exceptions\RangeNotFound",
"Value","Vs","Vs","Localization\Texts\VersusText",
"Caption","Definition","定義","Views\KpiDefinition_DetailView\Layout\Tabs\Definition",
"Caption","Criteria","基準","Views\KpiDefinition_DetailView\Layout\Tabs\Definition\SimpleEditors\SizeableEditors",
"Caption","MeasurementOptions","MeasurementOptions","Views\KpiDefinition_DetailView\Layout\Tabs\Definition\Options\OptionsTabs\MeasurementOptions",
"Caption","Zones","ゾーン","Views\KpiDefinition_DetailView\Layout\Tabs\Definition\Options\OptionsTabs\Zones",
"Caption","Preview","プレビュー","Views\KpiDefinition_DetailView\Layout\Tabs\Preview",
"Caption","Objects","オブジェクト","Views\KpiDefinition_DetailView\Layout\Tabs\Preview\Objects_Group",
"Caption","Preview.Objects_Group","プレビュー.Objects_Group","Views\KpiDefinition_DetailView\Layout\Tabs\Preview\Preview.Objects_Group",
"Caption","Change State","状態を変更","ActionDesign\Actions\ChangeStateAction",
"ToolTip","Change state of the current object","現在のオブジェクトの状態を変更","ActionDesign\Actions\ChangeStateAction",
"Caption","Caption","キャプション","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCState\OwnMembers\Caption",
"Caption","Marker Object","マーカー オブジェクト","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCState\OwnMembers\MarkerObject",
"Caption","Target Object Criteria","ターゲット オブジェクト基準","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCState\OwnMembers\TargetObjectCriteria",
"Caption","State Machine","状態機械","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCState\OwnMembers\StateMachine",
"Caption","Transitions","遷移","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCState\OwnMembers\Transitions",
"Caption","Appearances","外観","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCState\OwnMembers\Appearances",
"Caption","IDCState Appearance","IDCState 外見","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance",
"Caption","State","状態","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\State",
"Caption","Target Items","ターゲット アイテム","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\TargetItems",
